Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Product ID,Product Name
Standard Class,Consumer,United States,Santa Barbara,California,93101,West,Office Supplies,Appliances,356.79,7,0.0,99.9012,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.98,1,0.0,8.49,OFF-EN-10001532,Brown Kraft Recycled Envelopes
Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Labels,491.55,5,0.0,240.8595,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Envelopes,7.38,2,0.0,3.3948,OFF-EN-10003845,Colored Envelopes
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,23.66,7,0.0,10.8836,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,681.408,12,0.2,42.588,FUR-BO-10001608,"Hon Metal Bookcases, Black"
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,18.9,3,0.0,8.694,OFF-LA-10000305,Avery 495
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,93.68,4,0.0,25.2936,OFF-ST-10003638,Mobile Personal File Cube
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,21.93,3,0.0,10.3071,OFF-LA-10001934,Avery 516
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,862.344,7,0.2,97.0137,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,19.98,1,0.0,9.3906,OFF-PA-10001019,Xerox 1884
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,13.494,1,0.4,-2.249,TEC-PH-10002070,Griffin GC36547 PowerJolt SE Lightning Charger
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,23.988,2,0.4,-13.993,TEC-PH-10002583,iOttie HLCRIO102 Car Mount
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.984,2,0.2,1.1994,FUR-FU-10001057,Tensor Track Tree Floor Lamp
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,41.584,2,0.2,4.6782,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black"
Second Class,Corporate,United States,El Paso,Texas,79907,Central,Technology,Accessories,95.976,3,0.2,-10.7973,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,84.272,2,0.6,-75.8448,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
Same Day,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,36.544,2,0.2,11.8768,OFF-PA-10001952,Xerox 1902
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,479.72,4,0.0,52.7692,TEC-AC-10004420,Cherry 142-key Programmable Keyboard
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,102.368,2,0.2,37.1084,OFF-BI-10001071,GBC ProClick Punch Binding System
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,28.4,5,0.0,8.236,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,713.88,4,0.0,214.164,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand"
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,68.52,3,0.0,31.5192,OFF-PA-10003790,Xerox 1991
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,623.96,5,0.2,38.9975,TEC-PH-10004094,Motorola L703CM
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Binders,11.12,4,0.0,5.4488,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,523.92,5,0.2,-26.196,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish"
Standard Class,Home Office,United States,Roseville,California,95661,West,Office Supplies,Fasteners,2.48,2,0.0,1.1656,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black"
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,221.024,2,0.2,-55.256,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black"
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,128.058,3,0.3,-23.7822,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue"
Same Day,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,58.408,7,0.2,18.2525,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
Same Day,Home Office,United States,New York City,New York,10011,East,Furniture,Tables,79.974,3,0.4,-29.3238,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Machines,479.988,2,0.4,55.9986,TEC-MA-10002790,NeatDesk Desktop Scanner & Digital Filing System
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,11.808,3,0.2,4.1328,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,53.568,4,0.2,19.4184,OFF-BI-10004828,GBC Poly Designer Binding Covers
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,503.96,5,0.2,50.396,TEC-PH-10000369,HTC One Mini
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.34,2,0.0,9.8164,OFF-EN-10003862,Laser & Ink Jet Business Envelopes
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,36.4,5,0.0,17.108,OFF-BI-10003963,Cardinal Holdit Data Disk Pockets
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,51.75,1,0.0,15.525,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Storage,15.51,1,0.0,4.3428,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray"
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,146.82,3,0.0,73.41,OFF-PA-10002377,Xerox 1916
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0.0,6.2208,OFF-PA-10003441,Xerox 226
Same Day,Home Office,United States,Riverside,California,92503,West,Office Supplies,Art,7.8,3,0.0,2.106,OFF-AR-10002221,12 Colored Short Pencils
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,10.2,5,0.0,4.794,OFF-EN-10001509,Poly String Tie Envelopes
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,22.32,3,0.0,5.58,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils"
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,24.1,5,0.0,11.086,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Accessories,75.98,2,0.0,18.2352,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,6.46,2,0.0,3.1654,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,60.12,9,0.0,28.8576,OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright)
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,824.97,3,0.0,214.4922,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone
Second Class,Consumer,United States,Longview,Washington,98632,West,Furniture,Furnishings,24.85,5,0.0,7.7035,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back"
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,12.624,2,0.2,-2.5248,OFF-ST-10000321,Akro Stacking Bins
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Accessories,89.584,2,0.2,4.4792,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,471.92,2,0.2,29.495,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,18.18,4,0.7,-13.938,OFF-BI-10001460,Plastic Binding Combs
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,31.744,2,0.2,8.3328,OFF-AR-10002987,Prismacolor Color Pencil Set
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Labels,5.904,2,0.2,1.9926,OFF-LA-10000443,Avery 501
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,621.76,4,0.2,46.632,FUR-FU-10004306,Electrix Halogen Magnifier Lamp
First Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,59.98,2,0.0,17.994,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,48.87,9,0.0,23.9463,OFF-PA-10003724,"Wirebound Message Book, 4 per Page"
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,154.9,5,0.0,69.705,OFF-PA-10000483,Xerox 19
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,5.92,4,0.0,2.8416,OFF-FA-10000611,Binder Clips by OIC
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,30.18,3,0.0,13.8828,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,24.1,5,0.0,11.086,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,8.78,1,0.0,2.2828,TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,376.74,4,0.1,71.162,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,OFF-BI-10000320,GBC Plastic Binding Combs
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,11.96,2,0.0,2.99,OFF-AR-10004999,Newell 315
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,26.4,5,0.0,12.672,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders"
Second Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Appliances,1158.12,5,0.2,130.2885,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup
First Class,Consumer,United States,Abilene,Texas,79605,Central,Office Supplies,Appliances,1.392,2,0.8,-3.7584,OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Appliances,44.43,3,0.0,18.6606,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Technology,Phones,226.2,5,0.0,58.812,TEC-PH-10002890,AT&T 17929 Lendline Telephone
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Furnishings,186.54,3,0.0,41.0388,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Art,265.86,7,0.0,79.758,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue"
Second Class,Consumer,United States,Hampton,Virginia,23666,South,Office Supplies,Art,27.9,5,0.0,6.975,OFF-AR-10000122,Newell 314
Standard Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Appliances,31.08,4,0.0,8.3916,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,13.84,4,0.8,-22.144,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,175.872,4,0.2,63.7536,OFF-PA-10004475,Xerox 1940
Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Office Supplies,Paper,12.96,2,0.0,6.3504,OFF-PA-10002195,Xerox 1966
First Class,Corporate,United States,Louisville,Kentucky,40214,South,Office Supplies,Appliances,208.44,3,0.0,62.532,OFF-AP-10002670,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors
First Class,Corporate,United States,Louisville,Kentucky,40214,South,Office Supplies,Supplies,25.76,2,0.0,0.7728,OFF-SU-10004498,Martin-Yale Premier Letter Opener
Standard Class,Home Office,United States,Normal,Illinois,61761,Central,Furniture,Chairs,366.744,4,0.3,-110.0232,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Furnishings,289.24,7,0.0,26.0316,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,69.456,2,0.2,22.5732,OFF-BI-10000632,Satellite Sectional Post Binders
Standard Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,OFF-PA-10000223,Xerox 2000
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,205.164,2,0.1,13.6776,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,FUR-FU-10001546,Dana Swing-Arm Lamps
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,12.828,2,0.7,-8.9796,OFF-BI-10001098,Acco D-Ring Binder w/DublLock
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Chairs,598.458,3,0.3,-42.747,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Furnishings,25.984,1,0.2,-3.8976,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,17.96,5,0.2,5.837,OFF-BI-10000829,Avery Non-Stick Binders
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,5.04,2,0.0,0.1512,OFF-SU-10003002,Letter Slitter
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,208.16,1,0.0,56.2032,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
Second Class,Home Office,United States,Salinas,California,93905,West,Furniture,Bookcases,148.257,3,0.15,15.6978,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,146.76,3,0.0,38.1576,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Accessories,32.96,2,0.0,14.1728,TEC-AC-10000710,Maxell DVD-RAM Discs
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,587.97,3,0.0,164.6316,TEC-PH-10000984,Panasonic KX-TG9471B
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,14.94,3,0.0,7.0218,OFF-PA-10000213,Xerox 198
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,25.83,7,0.0,12.1401,OFF-LA-10003720,Avery 487
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,15.552,3,0.2,5.4432,OFF-PA-10001837,Xerox 1976
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,6.8,1,0.2,0.51,OFF-SU-10004661,Acme Titanium Bonded Scissors
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Furnishings,4.224,3,0.2,1.2672,FUR-FU-10003274,Regeneration Desk Collection
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,143.64,9,0.2,10.773,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,31.104,6,0.2,10.8864,OFF-PA-10000019,Xerox 1931
Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Paper,223.056,9,0.2,69.705,OFF-PA-10001125,Xerox 1988
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,227.46,6,0.0,65.9634,TEC-PH-10002538,Grandstream GXP1160 VoIP phone
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,46.24,4,0.2,15.606,OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,5.22,2,0.0,2.4012,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
Second Class,Consumer,United States,Fremont,Nebraska,68025,Central,Office Supplies,Paper,33.9,5,0.0,15.594,OFF-PA-10003673,Strathmore Photo Mount Cards
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,28.14,3,0.0,7.8792,OFF-ST-10002562,Staple magnet
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,36.0,2,0.0,6.48,TEC-AC-10002305,KeyTronic E03601U1 - Keyboard - Beige
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,92.94,3,0.0,25.0938,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670"
